InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,ZipCode,Married,ReturnRate,Age,Income,Work,Edcation
562377,23546,WRAP PAISLEY PARK ,25,2021-08-04T15:04,0.42,14535,20854,1,0.398,59,112,4,2
562379,22619,SET OF 6 SOLDIER SKITTLES,4,2021-08-04T15:17,3.75,15134,8048,0,0,68,83,10,2
562381,22692,DOORMAT WELCOME TO OUR HOME,2,2021-08-04T15:33,7.95,16873,20110,0,0.032513895,55,72,6,2
562381,20961,STRAWBERRY BATH SPONGE ,10,2021-08-04T15:33,1.25,16873,8360,0,1,47,164,5,2
562387,22261,FELT EGG COSY WHITE RABBIT ,12,2021-08-04T15:51,0.85,13402,20147,0,0.216662873,73,168,5,3
562387,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2021-08-04T15:51,0.55,13402,20003,0,0,29,154,6,1
562392,20984,12 PENCILS TALL TUBE POSY,24,2021-08-04T16:07,0.29,15205,22207,1,0.060342533,43,122,3,2
562417,20717,STRAWBERRY SHOPPER BAG,1,2021-08-04T16:32,2.46,NA,21157,0,0,40,111,9,1
562417,90013A,MIDNIGHT BLUE VINTAGE EARRINGS,1,2021-08-04T16:32,3.73,NA,22315,0,0,23,123,2,2
562417,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,2021-08-04T16:32,2.46,NA,20147,1,0,66,41,4,2
562420,21913,VINTAGE SEASIDE JIGSAW PUZZLES,1,2021-08-04T16:38,7.46,NA,22204,1,0,24,46,4,1
562420,90214T,"LETTER ""T"" BLING KEY RING",1,2021-08-04T16:38,0.83,NA,21401,1,0,81,53,8,3
562420,DOT,DOTCOM POSTAGE,1,2021-08-04T16:38,170.98,NA,21014,1,0.074148548,36,42,3,1
562420,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2021-08-04T16:38,1.69,NA,8757,1,0.342519685,83,47,5,1
562427,22699,ROSES REGENCY TEACUP AND SAUCER ,1,2021-08-04T17:19,2.95,17267,20910,0,0,64,162,6,3
562427,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2021-08-04T17:19,1.25,17267,18966,1,0.061236987,36,162,4,1
562432,85099B,JUMBO BAG RED RETROSPOT,10,2021-08-04T17:38,2.08,14004,19027,1,0,81,120,8,1
562432,20725,LUNCH BAG RED RETROSPOT,20,2021-08-04T17:38,1.65,14004,20853,0,1,33,60,11,2
562435,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2021-08-04T17:51,0.83,12693,8034,1,0.233201581,37,167,4,1
562444,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2021-08-04T18:44,6.95,14713,22152,0,0.028013787,86,168,11,1
562450,22139,RETROSPOT TEA SET CERAMIC 11 PC ,12,2021-08-05T08:40,4.95,12562,22407,0,0,71,62,8,2
562456,84978,HANGING HEART JAR T-LIGHT HOLDER,36,2021-08-05T10:39,1.06,15194,23233,1,0.150769938,21,149,3,2
562457,22713,CARD I LOVE LONDON ,12,2021-08-05T11:00,0.42,18079,19083,1,0.373417722,27,43,9,1
562465,21154,RED RETROSPOT OVEN GLOVE ,10,2021-08-05T11:46,1.25,13908,21122,1,0,35,99,8,1
562466,22481,BLACK TEA TOWEL CLASSIC DESIGN,24,2021-08-05T11:49,1.25,13435,21210,1,0.309392265,86,65,10,3
562517,22188,BLACK HEART CARD HOLDER,1,2021-08-05T12:27,3.95,15719,20181,0,0,22,50,4,3
562517,21932,SCANDINAVIAN PAISLEY PICNIC BAG,2,2021-08-05T12:27,1.65,15719,8106,0,0,27,59,4,2
562518,22185,SLATE TILE NATURAL HANGING,24,2021-08-05T12:30,1.65,16818,19006,1,0,57,81,2,3
562525,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,2,2021-08-05T13:35,6.75,18282,20015,0,0.086670652,68,96,6,1
562537,23296,SET OF 6 TEA TIME BAKING CASES,12,2021-08-05T15:02,1.25,12517,20111,0,0.014788144,99,142,2,2
562540,23181,BULL DOG BOTTLE TOP WALL CLOCK,2,2021-08-05T15:38,8.25,17400,20724,0,0.258050848,82,142,2,1
562540,35649,VINTAGE BEAD COSMETIC BAG ,3,2021-08-05T15:38,3.35,17400,20906,1,0,96,115,3,2
562542,21034,REX CASH+CARRY JUMBO SHOPPER,1,2021-08-05T15:40,0.95,17377,20850,0,0.276571845,81,82,3,3
562553,21400,RED PUDDING SPOON,2,2021-08-05T16:34,0.42,NA,22102,0,0,39,87,2,1
562553,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2021-08-05T16:34,4.13,NA,8234,1,0,48,60,3,1
562558,23316,RED REFECTORY CLOCK ,1,2021-08-05T16:43,9.95,13451,19087,0,0.248447205,41,161,5,3
562558,23159,SET OF 5 PANCAKE DAY MAGNETS,4,2021-08-05T16:43,2.08,13451,23113,1,0.24095345,97,116,10,1
562558,23207,LUNCH BAG ALPHABET DESIGN,4,2021-08-05T16:43,1.65,13451,8002,0,0,89,148,1,3
562558,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",6,2021-08-05T16:43,0.85,13451,21207,1,0,66,52,4,3
562560,23051,RECYCLED ACAPULCO MAT BLUE,1,2021-08-05T17:12,8.25,14156,19002,1,0,51,125,9,3
562560,22425,ENAMEL COLANDER CREAM,2,2021-08-05T17:12,4.95,14156,8055,1,0,71,105,8,1
562560,22746,POPPY'S PLAYHOUSE LIVINGROOM ,4,2021-08-05T17:12,2.1,14156,8060,1,0.077309625,42,80,9,3
562567,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2021-08-07T11:40,0.42,12877,22202,0,0,50,36,5,1
562574,22548,HEADS AND TAILS SPORTING FUN,2,2021-08-07T12:42,1.25,14903,8534,0,0.23309938,76,54,10,1
562574,23089,GLASS BON BON JAR,4,2021-08-07T12:42,1.65,14903,20016,0,0,30,102,3,3
562574,21174,POTTERING IN THE SHED METAL SIGN,4,2021-08-07T12:42,2.08,14903,22701,1,0.162280702,97,38,3,2
562575,22279,POCKET BAG BLUE PAISLEY RED SPOT,12,2021-08-07T12:54,1.25,15411,21136,1,0.350529101,76,114,1,1
562579,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2,2021-08-07T13:30,2.1,16950,21061,0,0,22,139,10,1
562587,23078,ICE CREAM PEN LIP GLOSS ,48,2021-08-07T14:34,1.25,15640,21771,0,0.300793917,56,149,1,2
562589,22969,HOMEMADE JAM SCENTED CANDLES,12,2021-08-07T15:16,1.45,15198,21236,1,0.058681978,81,154,7,1
562593,20659,ECONOMY LUGGAGE TAG,2,2021-08-07T15:43,1.25,16549,22015,0,0,63,62,5,3
562593,22318,FIVE HEART HANGING DECORATION,2,2021-08-07T15:43,2.95,16549,20816,0,0,35,106,8,1
562598,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2021-08-08T10:00,1.25,15152,8550,0,0.088455772,46,141,2,3
562598,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2021-08-08T10:00,0.55,15152,21113,1,0,38,98,10,1
562599,22361,GLASS JAR DAISY FRESH COTTON WOOL,6,2021-08-08T10:01,2.95,13013,8210,1,0,69,171,5,1
562602,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2021-08-08T10:11,4.95,12865,22030,0,0.033869839,29,157,5,3
562602,20718,RED RETROSPOT SHOPPER BAG,10,2021-08-08T10:11,1.25,12865,22301,1,0.250168124,42,85,11,2
562602,22630,DOLLY GIRL LUNCH BOX,12,2021-08-08T10:11,1.95,12865,19124,1,0.525686837,83,139,10,1
562607,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,2021-08-08T11:45,0.55,12885,20124,0,0,28,59,3,1
562608,23158,SET OF 5 LUCKY CAT MAGNETS ,24,2021-08-08T11:45,2.08,15502,8755,1,0,33,121,2,1
562611,22189,CREAM HEART CARD HOLDER,8,2021-08-08T11:58,3.95,17716,19027,1,0.376170502,79,99,5,3
562611,22083,PAPER CHAIN KIT RETROSPOT,12,2021-08-08T11:58,2.95,17716,21044,0,0.060542798,59,161,8,1
562611,21671,RED SPOT CERAMIC DRAWER KNOB,12,2021-08-08T11:58,1.25,17716,21234,1,0,32,44,9,1
562611,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2021-08-08T11:58,1.25,17716,22207,1,0,48,168,5,2
562652,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2021-08-08T13:34,1.25,14844,20194,0,0,25,69,1,2
562653,21359,,30,2021-08-08T13:35,1,NA,22032,0,0,48,80,8,1
562688,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,2021-08-08T13:53,4.95,13869,22306,1,0.13559322,27,166,10,1
562688,22271,FELTCRAFT DOLL ROSIE,1,2021-08-08T13:53,2.95,13869,8046,0,0,63,111,9,1
562688,48188,DOORMAT WELCOME PUPPIES,2,2021-08-08T13:53,7.95,13869,19002,1,0.367751061,52,35,8,3
562688,82551,LAUNDRY 15C METAL SIGN,2,2021-08-08T13:53,1.45,13869,22066,0,0.300852619,98,58,3,1
562688,20773,BLUE PAISLEY NOTEBOOK,3,2021-08-08T13:53,1.65,13869,22039,0,0.145936982,84,71,11,3
562688,21248,DOOR HANGER  MUM + DADS ROOM,3,2021-08-08T13:53,1.45,13869,20147,1,0.042750621,34,93,8,1
562688,21833,CAMOUFLAGE LED TORCH,6,2021-08-08T13:53,1.69,13869,19147,0,0.346067416,87,131,5,3
562688,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2021-08-08T13:53,1.69,13869,21236,0,1.227272727,36,158,1,1
562708,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,2,2021-08-08T14:15,3.25,17085,21042,0,0,38,77,11,3
562708,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2021-08-08T14:15,1.25,17085,19002,1,0,43,104,3,1
562710,22197,POPCORN HOLDER,36,2021-08-08T14:37,0.72,14298,19096,0,0,38,84,11,3
562711,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2021-08-08T14:53,2.08,16788,8759,0,0,47,160,8,3
562711,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,1,2021-08-08T14:53,0.83,16788,8234,1,0.019368376,30,70,1,1
562711,23035,DRAWER KNOB CERAMIC IVORY,2,2021-08-08T14:53,1.45,16788,8048,0,0,29,133,10,1
562713,84946,ANTIQUE SILVER T-LIGHT GLASS,72,2021-08-08T15:17,1.06,15189,22209,1,0,83,103,5,3
562715,15058B,PINK POLKADOT GARDEN PARASOL,1,2021-08-08T15:34,10.79,NA,8003,0,0,86,137,11,2
562715,21770,OPEN CLOSED METAL SIGN,1,2021-08-08T15:34,9.96,NA,21157,1,0,39,63,2,1
562715,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,2021-08-08T15:34,2.46,NA,20910,1,0,85,167,7,1
562715,22082,RIBBON REEL STRIPES DESIGN ,1,2021-08-08T15:34,3.29,NA,22193,1,0,33,43,3,1
562715,22123,PING MICROWAVE APRON,1,2021-08-08T15:34,4.13,NA,21042,0,0,89,126,7,3
562717,22124,SET OF 2 TEA TOWELS PING MICROWAVE,1,2021-08-08T15:42,2.46,NA,20815,0,0.272066023,65,148,7,1
562717,22414,DOORMAT NEIGHBOURHOOD WITCH ,1,2021-08-08T15:42,15.79,NA,20016,0,0,57,80,7,1
562717,23241,TREASURE TIN GYMKHANA DESIGN,1,2021-08-08T15:42,4.13,NA,22181,1,0,57,64,9,3
562717,71053,WHITE METAL LANTERN,1,2021-08-08T15:42,8.29,NA,22701,1,0.40851862,61,59,11,1
562717,90064A,WHITE VINTAGE CRYSTAL EARRINGS,1,2021-08-08T15:42,4.15,NA,20186,0,0.25,48,49,11,2
562721,22652,TRAVEL SEWING KIT,10,2021-08-08T16:31,1.65,15985,21136,1,0,67,43,3,2
562727,22754,SMALL RED BABUSHKA NOTEBOOK ,12,2021-08-09T09:26,0.85,15601,21054,0,0.079155673,32,74,3,3
562733,84510A,SET OF 4 ENGLISH ROSE COASTERS,10,2021-08-09T10:20,1.25,14626,21774,0,0.048469912,93,110,5,2
562767,22112,CHOCOLATE HOT WATER BOTTLE,3,2021-08-09T10:47,4.95,13769,22602,0,0.090698165,38,105,10,3
562768,22024,RAINY LADIES BIRTHDAY CARD,12,2021-08-09T10:49,0.42,14127,20853,0,0.031274433,56,119,9,1
562769,85099C,JUMBO  BAG BAROQUE BLACK WHITE,20,2021-08-09T10:52,2.08,14409,8215,1,0,72,72,4,2
562778,22192,BLUE DINER WALL CLOCK,4,2021-08-09T12:55,8.5,17591,8816,0,0.628571429,23,56,6,2
562780,23343,JUMBO BAG VINTAGE CHRISTMAS ,6,2021-08-09T13:03,2.08,14901,19038,0,0,32,163,8,1
562783,21174,POTTERING IN THE SHED METAL SIGN,12,2021-08-09T13:22,2.08,13018,8620,1,0.196405086,26,56,2,1
562784,85096,HILDA CANDY SPOT RABBIT,1,2021-08-09T13:22,3.75,16791,8753,0,0,43,38,8,3
562790,22709,WRAP WEDDING DAY,25,2021-08-09T13:51,0.42,14646,8610,0,0.50701675,85,72,9,1
562839,22726,ALARM CLOCK BAKELIKE GREEN,1,2021-08-09T16:17,3.75,14056,23113,1,0,42,38,4,2
562840,22192,BLUE DINER WALL CLOCK,1,2021-08-09T16:27,8.5,14527,21784,1,0.420718816,93,93,7,3
562840,20712,JUMBO BAG WOODLAND ANIMALS,4,2021-08-09T16:27,2.08,14527,8050,0,0,88,89,7,3
562841,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2021-08-09T16:42,3.75,17675,8094,0,0,83,141,5,1
562843,21991,BOHEMIAN COLLAGE STATIONERY SET,1,2021-08-09T17:37,2.46,NA,8742,1,0.348622658,77,52,7,2
562843,23209,LUNCH BAG VINTAGE DOILY ,1,2021-08-09T17:37,4.13,NA,20015,1,1,86,78,10,2
562843,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,1,2021-08-09T17:37,8.29,NA,8721,0,0,33,70,7,1
562843,84616,SILVER ROCCOCO CHANDELIER,1,2021-08-09T17:37,58.29,NA,19010,1,0.129278304,31,92,10,1
562843,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,2021-08-09T17:37,1.25,NA,21228,0,0.135078846,72,169,4,2
562843,79190D,RETRO PLASTIC DAISY TRAY,2,2021-08-09T17:37,0.83,NA,8361,0,0.847550908,92,131,9,2
562843,21205,MULTICOLOUR 3D BALLS GARLAND,3,2021-08-09T17:37,4.96,NA,20151,0,0,97,101,5,3
562843,21314,SMALL GLASS HEART TRINKET POT,6,2021-08-09T17:37,4.13,NA,20175,1,0,97,110,5,2
562844,23169,CLASSIC GLASS COOKIE JAR,6,2021-08-10T08:41,4.15,12444,8002,0,0.224747475,91,121,1,2
562847,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2021-08-10T09:34,5.45,16245,22311,0,0.188038395,64,143,8,2
562850,22628,PICNIC BOXES SET OF 3 RETROSPOT ,4,2021-08-10T10:08,4.95,14680,22181,0,0,21,78,8,1
562850,20713,JUMBO BAG OWLS,100,2021-08-10T10:08,1.79,14680,22305,1,0.134392943,91,53,5,1
562878,23208,LUNCH BAG VINTAGE LEAF DESIGN,1,2021-08-10T10:45,1.65,16241,21209,0,0,30,133,3,3
562880,85099F,JUMBO BAG STRAWBERRY,200,2021-08-10T10:53,1.79,15838,19002,1,0.074945364,60,171,2,3
562881,22551,PLASTERS IN TIN SPACEBOY,12,2021-08-10T10:57,1.65,15632,22039,1,0.103126007,83,122,2,1
562888,21403,BLUE EGG  SPOON,24,2021-08-10T11:58,0.12,14388,22003,0,0.183987773,74,131,1,1
562893,23245,SET OF 3 REGENCY CAKE TINS,4,2021-08-10T12:25,4.95,17442,19103,0,0,86,122,7,2
562914,23321,SMALL WHITE HEART OF WICKER,12,2021-08-10T13:25,1.65,16558,19446,1,0,90,108,5,2
562918,21746,SMALL RED RETROSPOT WINDMILL,24,2021-08-10T13:51,1.25,15615,8094,0,0,71,135,2,2
562922,22939,APRON APPLE DELIGHT,12,2021-08-10T14:26,4.95,12594,21236,0,0.137427983,88,63,9,3
562922,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2021-08-10T14:26,1.65,12594,22192,1,0,69,116,3,3
562928,22546,MINI JIGSAW PURDEY,3,2021-08-10T15:29,0.42,15494,21014,1,0,85,173,8,2
562928,21790,VINTAGE SNAP CARDS,24,2021-08-10T15:29,0.85,15494,8244,0,0.501149425,64,73,9,1
562931,22897,OVEN MITT APPLES DESIGN,1,2021-08-10T16:19,1.45,14030,21234,1,0.111581921,60,75,1,1
562932,23206,LUNCH BAG APPLE DESIGN,2,2021-08-10T16:39,1.65,16904,22701,1,0.351304146,78,102,7,2
562932,22398,MAGNETS PACK OF 4 SWALLOWS,2,2021-08-10T16:39,0.39,16904,8648,1,0.055458132,55,101,3,3
562933,21745,GAOLERS KEYS DECORATIVE GARDEN ,1,2021-08-10T16:51,8.29,NA,21117,0,0.019022478,52,47,8,2
562933,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2021-08-10T16:51,3.29,NA,8046,0,0.516627078,66,35,2,3
562933,22628,PICNIC BOXES SET OF 3 RETROSPOT ,1,2021-08-10T16:51,9.96,NA,20176,1,0,28,73,9,3
562933,23108,SET OF 10 LED DOLLY LIGHTS,1,2021-08-10T16:51,12.46,NA,19027,0,0,81,112,6,3
562933,23202,JUMBO BAG VINTAGE LEAF,1,2021-08-10T16:51,4.13,NA,22901,1,0,63,59,2,2
562933,51014A,"FEATHER PEN,HOT PINK",1,2021-08-10T16:51,0.83,NA,20905,1,0,83,81,11,2
562933,23343,JUMBO BAG VINTAGE CHRISTMAS ,2,2021-08-10T16:51,4.13,NA,20817,0,0,40,165,9,1
562933,22077,6 RIBBONS RUSTIC CHARM,4,2021-08-10T16:51,3.29,NA,20002,0,0,67,101,3,2
562935,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,2021-08-10T17:11,2.08,14156,21144,1,0,32,135,2,3
562935,22386,JUMBO BAG PINK POLKADOT,50,2021-08-10T17:11,2.08,14156,22043,0,0,35,153,10,2
562936,20726,LUNCH BAG WOODLAND,1,2021-08-10T17:12,1.65,NA,20852,0,0,61,38,9,2
562936,23321,SMALL WHITE HEART OF WICKER,2,2021-08-10T17:12,1.65,NA,22202,0,0,31,55,3,2
562944,22380,TOY TIDY SPACEBOY  ,10,2021-08-11T09:34,2.1,13985,20817,1,1,45,57,3,3
562949,20679,EDWARDIAN PARASOL RED,3,2021-08-11T09:47,5.95,14346,8077,1,0.269861401,41,115,6,1
562949,22189,CREAM HEART CARD HOLDER,4,2021-08-11T09:47,3.95,14346,22015,0,0.358270419,95,115,5,2
562949,47504K,ENGLISH ROSE GARDEN SECATEURS,12,2021-08-11T09:47,0.79,14346,19087,1,0.050677692,57,78,9,1
562955,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2021-08-11T10:14,20.79,NA,22202,1,0.27417694,90,40,4,1
562955,23174,REGENCY SUGAR BOWL GREEN,1,2021-08-11T10:14,8.29,NA,22901,0,0.143550771,59,39,1,2
562955,21877,HOME SWEET HOME MUG,1,2021-08-11T10:14,3.29,NA,8057,0,0,77,105,9,3
562955,22131,FOOD CONTAINER SET 3 LOVE HEART ,2,2021-08-11T10:14,4.13,NA,19103,1,0,35,119,10,2
562955,85127,SMALL SQUARE CUT GLASS CANDLESTICK,4,2021-08-11T10:14,9.96,NA,21114,0,0,67,132,11,2
562960,21993,FLORAL FOLK STATIONERY SET,12,2021-08-11T10:22,1.25,14911,22554,0,0,22,82,4,3
562963,23077,DOUGHNUT LIP GLOSS ,20,2021-08-11T10:29,1.25,13203,22206,0,1,70,52,3,1
562966,20971,PINK BLUE FELT CRAFT TRINKET BOX,144,2021-08-11T10:53,1.06,16133,8033,0,0.537414966,92,146,8,2
562980,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,2021-08-11T11:44,0.83,17686,21029,0,0,59,101,5,2
562984,22686,FRENCH BLUE METAL DOOR SIGN No,1,2021-08-11T11:45,1.25,17841,20007,0,0,53,100,3,2
563011,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,2021-08-11T12:00,8.25,16283,20832,0,0.142774955,72,37,10,1
563012,20725,LUNCH BAG RED RETROSPOT,3,2021-08-11T12:00,1.65,17284,21093,1,0.262365938,76,144,3,2
563016,22931,BAKING MOULD HEART WHITE CHOCOLATE,6,2021-08-11T12:44,2.55,15358,23233,1,0,99,119,2,2
563016,22080,RIBBON REEL POLKADOTS ,10,2021-08-11T12:44,1.65,15358,21701,0,1,23,137,2,2
563016,22653,BUTTON BOX ,10,2021-08-11T12:44,1.95,15358,21012,1,0,33,100,2,1
563021,23025,DRAWER KNOB VINTAGE GLASS BALL,12,2021-08-11T13:25,2.08,18077,18940,0,0,86,123,2,1
563023,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2021-08-11T13:39,4.95,14639,22151,0,0,80,75,4,2
563034,20728,LUNCH BAG CARS BLUE,10,2021-08-11T14:53,1.65,17644,8085,1,0.173449416,59,79,3,3
563061,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2021-08-11T15:25,2.1,13588,21784,0,1,25,155,8,2
563071,22384,LUNCH BAG PINK POLKADOT,10,2021-08-11T15:43,1.65,17633,22042,0,0,58,66,11,1
563076,23254,CHILDRENS CUTLERY DOLLY GIRL ,72,2021-08-11T16:12,3.75,14646,8088,1,0.358868719,67,129,3,2
563076,20727,LUNCH BAG  BLACK SKULL.,100,2021-08-11T16:12,1.45,14646,20176,0,0.289724672,36,149,8,1
563076,22356,CHARLOTTE BAG PINK POLKADOT,200,2021-08-11T16:12,0.72,14646,20817,1,2.136894825,63,147,5,1
563076,22418,10 COLOUR SPACEBOY PEN,288,2021-08-11T16:12,0.72,14646,21131,0,0,77,125,9,2
563078,22456,NATURAL SLATE CHALKBOARD LARGE ,6,2021-08-11T16:30,4.95,15955,8088,0,0.06298912,62,163,11,1
563078,23325,RUSTIC STRAWBERRY JAMPOT SMALL,12,2021-08-11T16:30,1.65,15955,19010,1,0.226012087,42,100,10,2
563088,22829,SWEETHEART WIRE WALL TIDY,3,2021-08-11T16:51,9.95,NA,20136,1,0.299585062,69,150,10,3
563089,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2021-08-11T16:54,0.85,15469,23185,1,0.127949957,53,169,3,3
563091,23245,SET OF 3 REGENCY CAKE TINS,4,2021-08-11T17:02,4.95,12994,21146,0,0.559546314,94,70,11,2
563093,20725,LUNCH BAG RED RETROSPOT,1,2021-08-11T17:28,4.13,NA,20832,0,0.059292444,91,63,6,1
563093,22584,PACK OF 6 PANNETONE GIFT BOXES,1,2021-08-11T17:28,4.96,NA,22191,0,0.589194017,33,147,6,2
563094,22158,3 HEARTS HANGING DECORATION RUSTIC,8,2021-08-11T17:35,2.95,14525,21208,0,0.084516962,24,95,4,3
563097,22430,ENAMEL WATERING CAN CREAM,4,2021-08-12T09:11,4.95,17642,23229,0,0,43,129,3,3
563098,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2021-08-12T09:14,0.55,14911,8701,1,1,40,50,6,2
563098,84991,60 TEATIME FAIRY CAKE CASES,24,2021-08-12T09:14,0.55,14911,22209,0,0.189366351,28,161,11,1
563100,22955,36 FOIL STAR CAKE CASES ,6,2021-08-12T09:57,2.1,12381,8742,0,0.189029809,95,99,9,2
563100,23346,SPACEBOY BEAKER,12,2021-08-12T09:57,1.25,12381,19154,0,0.071302942,74,86,6,1
563110,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,2021-08-12T11:07,8.25,14849,20850,0,0.028748304,62,73,8,2
563150,20750,RED RETROSPOT MINI CASES,6,2021-08-12T11:41,7.95,15192,21157,0,0.104385823,99,45,9,1
563165,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,100,2021-08-12T12:36,0.72,14646,20850,1,0.189029536,56,147,9,3
563166,22697,GREEN REGENCY TEACUP AND SAUCER,24,2021-08-12T12:37,2.55,18092,20136,0,0,76,138,4,2
563176,85049A,TRADITIONAL CHRISTMAS RIBBONS,10,2021-08-12T14:02,1.25,17293,22041,0,0,25,44,11,3
563176,23090,VINTAGE GLASS T-LIGHT HOLDER,12,2021-08-12T14:02,0.83,17293,19046,0,0,44,90,10,1
563180,22224,WHITE LOVEBIRD LANTERN,6,2021-08-12T14:25,2.95,16209,8318,1,0.521711161,21,97,4,2
563193,22546,MINI JIGSAW PURDEY,1,2021-08-12T16:30,0.83,NA,21204,1,0,86,57,9,1
563193,22697,GREEN REGENCY TEACUP AND SAUCER,1,2021-08-12T16:30,5.79,NA,8098,0,0.115255875,34,101,9,1
563193,23169,CLASSIC GLASS COOKIE JAR,1,2021-08-12T16:30,8.29,NA,8724,1,0.016167315,21,59,4,1
563193,85169A,IVORY LOVE BIRD CANDLE,2,2021-08-12T16:30,2.46,NA,8550,0,0.082150859,51,48,4,1
563193,20982,12 PENCILS TALL TUBE SKULLS,22,2021-08-12T16:30,1.42,NA,20814,0,1,60,84,11,3
563195,85185B,PINK HORSE SOCK PUPPET,1,2021-08-12T16:36,5.79,NA,8204,0,0,80,133,1,3
563195,22602,RETROSPOT WOODEN HEART DECORATION,1,2021-08-12T16:36,1.63,NA,8628,0,0.101254678,80,90,7,2
563195,20961,STRAWBERRY BATH SPONGE ,2,2021-08-12T16:36,2.46,NA,21157,0,0.515651857,59,155,7,3
563200,21866,UNION JACK FLAG LUGGAGE TAG,1,2021-08-14T10:49,1.25,13838,8080,1,0.108982546,77,129,6,1
563200,21756,BATH BUILDING BLOCK WORD,1,2021-08-14T10:49,5.95,13838,22405,1,0.036276025,98,59,8,2
563205,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,4,2021-08-14T12:03,2.95,14040,21093,1,0,41,163,1,2
563206,23133,LARGE IVORY HEART WALL ORGANISER,4,2021-08-14T12:08,8.25,17613,20817,1,0,50,151,11,1
563208,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,2021-08-14T12:12,1.25,14040,20016,0,0,99,72,7,1
563209,22139,RETROSPOT TEA SET CERAMIC 11 PC ,2,2021-08-14T12:23,4.95,13527,19119,0,0,65,49,3,1
563209,22470,HEART OF WICKER LARGE,9,2021-08-14T12:23,2.95,13527,8003,1,0.197140962,47,123,3,3
563210,22746,POPPY'S PLAYHOUSE LIVINGROOM ,1,2021-08-14T12:27,2.1,16466,8690,0,0,96,47,8,2
563213,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,2021-08-14T12:55,4.95,16115,19053,1,0.174887892,27,68,11,3
563213,23294,SET OF 6 SNACK LOAF BAKING CASES,6,2021-08-14T12:55,0.83,16115,20817,0,0.256140772,33,67,10,2
563213,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2021-08-14T12:55,0.85,16115,8360,0,0.197569718,72,80,10,2
563214,22846,BREAD BIN DINER STYLE RED ,1,2021-08-14T12:56,16.95,16370,22033,0,0.116529222,72,171,11,1
563214,84992,72 SWEETHEART FAIRY CAKE CASES,5,2021-08-14T12:56,0.55,16370,22204,0,0,96,39,9,1
563216,20828,GLITTER BUTTERFLY CLIPS,1,2021-08-14T13:14,2.55,17841,22192,1,0.5,48,69,7,3
563230,23173,REGENCY TEAPOT ROSES ,2,2021-08-14T15:39,9.95,15376,8540,0,0,59,50,11,3
563230,21135,VICTORIAN  METAL POSTCARD SPRING,6,2021-08-14T15:39,1.69,15376,22203,0,0,86,104,7,1
563231,22175,PINK OWL SOFT TOY,1,2021-08-14T15:42,2.95,14658,22312,1,0.127675009,86,64,6,3
563237,10133,COLOURING PENCILS BROWN TUBE,20,2021-08-15T09:57,0.42,14321,21236,0,0.677484787,40,86,1,3
563241,22662,LUNCH BAG DOLLY GIRL DESIGN,20,2021-08-15T10:22,1.65,12758,21157,0,0.03943852,21,84,7,3
